label,size,model_condition,pid,time
13,28,model_1_SeedDen_0.25,3766416,10
14,30,model_1_SeedDen_0.25,3766416,10
0,120,model_1_SeedDen_0.25,3766416,20
1,104,model_1_SeedDen_0.25,3766416,20
2,103,model_1_SeedDen_0.25,3766416,20
3,120,model_1_SeedDen_0.25,3766416,20
4,105,model_1_SeedDen_0.25,3766416,20
5,118,model_1_SeedDen_0.25,3766416,20
6,86,model_1_SeedDen_0.25,3766416,20
7,117,model_1_SeedDen_0.25,3766416,20
8,117,model_1_SeedDen_0.25,3766416,20
9,114,model_1_SeedDen_0.25,3766416,20
10,107,model_1_SeedDen_0.25,3766416,20
11,105,model_1_SeedDen_0.25,3766416,20
12,109,model_1_SeedDen_0.25,3766416,20
13,103,model_1_SeedDen_0.25,3766416,20
14,85,model_1_SeedDen_0.25,3766416,20
0,484,model_1_SeedDen_0.25,3766416,30
1,242,model_1_SeedDen_0.25,3766416,30
2,260,model_1_SeedDen_0.25,3766416,30
3,240,model_1_SeedDen_0.25,3766416,30
4,261,model_1_SeedDen_0.25,3766416,30
5,215,model_1_SeedDen_0.25,3766416,30
6,254,model_1_SeedDen_0.25,3766416,30
7,254,model_1_SeedDen_0.25,3766416,30
8,245,model_1_SeedDen_0.25,3766416,30
9,251,model_1_SeedDen_0.25,3766416,30
10,242,model_1_SeedDen_0.25,3766416,30
11,215,model_1_SeedDen_0.25,3766416,30
12,197,model_1_SeedDen_0.25,3766416,30
13,167,model_1_SeedDen_0.25,3766416,30
0,793,model_1_SeedDen_0.25,3766416,40
1,437,model_1_SeedDen_0.25,3766416,40
2,851,model_1_SeedDen_0.25,3766416,40
3,466,model_1_SeedDen_0.25,3766416,40
4,400,model_1_SeedDen_0.25,3766416,40
5,458,model_1_SeedDen_0.25,3766416,40
6,458,model_1_SeedDen_0.25,3766416,40
7,449,model_1_SeedDen_0.25,3766416,40
8,459,model_1_SeedDen_0.25,3766416,40
9,399,model_1_SeedDen_0.25,3766416,40
10,348,model_1_SeedDen_0.25,3766416,40
11,322,model_1_SeedDen_0.25,3766416,40
12,281,model_1_SeedDen_0.25,3766416,40
0,32,model_1_SeedDen_0.25,3766923,10
1,27,model_1_SeedDen_0.25,3766923,10
2,26,model_1_SeedDen_0.25,3766923,10
3,31,model_1_SeedDen_0.25,3766923,10
4,29,model_1_SeedDen_0.25,3766923,10
5,27,model_1_SeedDen_0.25,3766923,10
6,28,model_1_SeedDen_0.25,3766923,10
7,27,model_1_SeedDen_0.25,3766923,10
8,24,model_1_SeedDen_0.25,3766923,10
9,32,model_1_SeedDen_0.25,3766923,10
10,26,model_1_SeedDen_0.25,3766923,10
11,30,model_1_SeedDen_0.25,3766923,10
12,31,model_1_SeedDen_0.25,3766923,10
13,29,model_1_SeedDen_0.25,3766923,10
14,12,model_1_SeedDen_0.25,3766923,10
0,121,model_1_SeedDen_0.25,3766923,20
1,102,model_1_SeedDen_0.25,3766923,20
2,112,model_1_SeedDen_0.25,3766923,20
3,112,model_1_SeedDen_0.25,3766923,20
4,119,model_1_SeedDen_0.25,3766923,20
5,101,model_1_SeedDen_0.25,3766923,20
6,113,model_1_SeedDen_0.25,3766923,20
7,112,model_1_SeedDen_0.25,3766923,20
8,103,model_1_SeedDen_0.25,3766923,20
9,126,model_1_SeedDen_0.25,3766923,20
10,104,model_1_SeedDen_0.25,3766923,20
11,115,model_1_SeedDen_0.25,3766923,20
12,118,model_1_SeedDen_0.25,3766923,20
13,88,model_1_SeedDen_0.25,3766923,20
14,52,model_1_SeedDen_0.25,3766923,20
0,258,model_1_SeedDen_0.25,3766923,30
1,238,model_1_SeedDen_0.25,3766923,30
2,250,model_1_SeedDen_0.25,3766923,30
3,253,model_1_SeedDen_0.25,3766923,30
4,730,model_1_SeedDen_0.25,3766923,30
5,243,model_1_SeedDen_0.25,3766923,30
6,239,model_1_SeedDen_0.25,3766923,30
7,491,model_1_SeedDen_0.25,3766923,30
8,255,model_1_SeedDen_0.25,3766923,30
9,258,model_1_SeedDen_0.25,3766923,30
10,190,model_1_SeedDen_0.25,3766923,30
11,123,model_1_SeedDen_0.25,3766923,30
0,471,model_1_SeedDen_0.25,3766923,40
1,454,model_1_SeedDen_0.25,3766923,40
2,455,model_1_SeedDen_0.25,3766923,40
3,445,model_1_SeedDen_0.25,3766923,40
4,1156,model_1_SeedDen_0.25,3766923,40
5,432,model_1_SeedDen_0.25,3766923,40
6,434,model_1_SeedDen_0.25,3766923,40
7,773,model_1_SeedDen_0.25,3766923,40
8,440,model_1_SeedDen_0.25,3766923,40
9,410,model_1_SeedDen_0.25,3766923,40
10,305,model_1_SeedDen_0.25,3766923,40
11,221,model_1_SeedDen_0.25,3766923,40
0,28,model_1_SeedDen_0.25,3766436,10
1,28,model_1_SeedDen_0.25,3766436,10
2,30,model_1_SeedDen_0.25,3766436,10
3,27,model_1_SeedDen_0.25,3766436,10
4,34,model_1_SeedDen_0.25,3766436,10
5,32,model_1_SeedDen_0.25,3766436,10
6,21,model_1_SeedDen_0.25,3766436,10
7,29,model_1_SeedDen_0.25,3766436,10
8,24,model_1_SeedDen_0.25,3766436,10
9,24,model_1_SeedDen_0.25,3766436,10
10,25,model_1_SeedDen_0.25,3766436,10
11,26,model_1_SeedDen_0.25,3766436,10
12,30,model_1_SeedDen_0.25,3766436,10
13,28,model_1_SeedDen_0.25,3766436,10
14,21,model_1_SeedDen_0.25,3766436,10
0,114,model_1_SeedDen_0.25,3766436,20
1,111,model_1_SeedDen_0.25,3766436,20
2,111,model_1_SeedDen_0.25,3766436,20
3,107,model_1_SeedDen_0.25,3766436,20
4,116,model_1_SeedDen_0.25,3766436,20
5,115,model_1_SeedDen_0.25,3766436,20
6,91,model_1_SeedDen_0.25,3766436,20
7,113,model_1_SeedDen_0.25,3766436,20
8,109,model_1_SeedDen_0.25,3766436,20
9,97,model_1_SeedDen_0.25,3766436,20
10,95,model_1_SeedDen_0.25,3766436,20
11,113,model_1_SeedDen_0.25,3766436,20
12,111,model_1_SeedDen_0.25,3766436,20
13,85,model_1_SeedDen_0.25,3766436,20
14,71,model_1_SeedDen_0.25,3766436,20
0,251,model_1_SeedDen_0.25,3766436,30
1,253,model_1_SeedDen_0.25,3766436,30
2,249,model_1_SeedDen_0.25,3766436,30
3,244,model_1_SeedDen_0.25,3766436,30
4,253,model_1_SeedDen_0.25,3766436,30
5,253,model_1_SeedDen_0.25,3766436,30
6,222,model_1_SeedDen_0.25,3766436,30
7,250,model_1_SeedDen_0.25,3766436,30
8,257,model_1_SeedDen_0.25,3766436,30
9,222,model_1_SeedDen_0.25,3766436,30
10,225,model_1_SeedDen_0.25,3766436,30
11,250,model_1_SeedDen_0.25,3766436,30
12,251,model_1_SeedDen_0.25,3766436,30
13,171,model_1_SeedDen_0.25,3766436,30
14,145,model_1_SeedDen_0.25,3766436,30
0,446,model_1_SeedDen_0.25,3766436,40
1,453,model_1_SeedDen_0.25,3766436,40
2,443,model_1_SeedDen_0.25,3766436,40
3,439,model_1_SeedDen_0.25,3766436,40
4,449,model_1_SeedDen_0.25,3766436,40
5,439,model_1_SeedDen_0.25,3766436,40
6,413,model_1_SeedDen_0.25,3766436,40
7,449,model_1_SeedDen_0.25,3766436,40
8,457,model_1_SeedDen_0.25,3766436,40
9,411,model_1_SeedDen_0.25,3766436,40
10,419,model_1_SeedDen_0.25,3766436,40
11,433,model_1_SeedDen_0.25,3766436,40
12,426,model_1_SeedDen_0.25,3766436,40
13,285,model_1_SeedDen_0.25,3766436,40
14,250,model_1_SeedDen_0.25,3766436,40
0,27,model_1_SeedDen_0.25,3766435,10
1,30,model_1_SeedDen_0.25,3766435,10
2,27,model_1_SeedDen_0.25,3766435,10
3,33,model_1_SeedDen_0.25,3766435,10
4,33,model_1_SeedDen_0.25,3766435,10
5,26,model_1_SeedDen_0.25,3766435,10
6,31,model_1_SeedDen_0.25,3766435,10
7,27,model_1_SeedDen_0.25,3766435,10
8,30,model_1_SeedDen_0.25,3766435,10
9,28,model_1_SeedDen_0.25,3766435,10
10,28,model_1_SeedDen_0.25,3766435,10
11,20,model_1_SeedDen_0.25,3766435,10
12,24,model_1_SeedDen_0.25,3766435,10
13,30,model_1_SeedDen_0.25,3766435,10
14,27,model_1_SeedDen_0.25,3766435,10
0,107,model_1_SeedDen_0.25,3766435,20
1,108,model_1_SeedDen_0.25,3766435,20
2,108,model_1_SeedDen_0.25,3766435,20
3,128,model_1_SeedDen_0.25,3766435,20
4,121,model_1_SeedDen_0.25,3766435,20
5,107,model_1_SeedDen_0.25,3766435,20
6,109,model_1_SeedDen_0.25,3766435,20
7,105,model_1_SeedDen_0.25,3766435,20
8,114,model_1_SeedDen_0.25,3766435,20
9,109,model_1_SeedDen_0.25,3766435,20
10,112,model_1_SeedDen_0.25,3766435,20
11,189,model_1_SeedDen_0.25,3766435,20
12,118,model_1_SeedDen_0.25,3766435,20
13,110,model_1_SeedDen_0.25,3766435,20
0,251,model_1_SeedDen_0.25,3766435,30
1,506,model_1_SeedDen_0.25,3766435,30
2,239,model_1_SeedDen_0.25,3766435,30
3,270,model_1_SeedDen_0.25,3766435,30
4,243,model_1_SeedDen_0.25,3766435,30
5,254,model_1_SeedDen_0.25,3766435,30
6,245,model_1_SeedDen_0.25,3766435,30
7,254,model_1_SeedDen_0.25,3766435,30
8,250,model_1_SeedDen_0.25,3766435,30
9,252,model_1_SeedDen_0.25,3766435,30
10,388,model_1_SeedDen_0.25,3766435,30
11,249,model_1_SeedDen_0.25,3766435,30
12,215,model_1_SeedDen_0.25,3766435,30
0,1254,model_1_SeedDen_0.25,3766435,40
1,439,model_1_SeedDen_0.25,3766435,40
2,479,model_1_SeedDen_0.25,3766435,40
3,445,model_1_SeedDen_0.25,3766435,40
4,1471,model_1_SeedDen_0.25,3766435,40
5,448,model_1_SeedDen_0.25,3766435,40
6,446,model_1_SeedDen_0.25,3766435,40
7,450,model_1_SeedDen_0.25,3766435,40
8,400,model_1_SeedDen_0.25,3766435,40
9,350,model_1_SeedDen_0.25,3766435,40
0,32,model_1_SeedDen_0.25,3766415,10
1,29,model_1_SeedDen_0.25,3766415,10
2,26,model_1_SeedDen_0.25,3766415,10
3,29,model_1_SeedDen_0.25,3766415,10
4,34,model_1_SeedDen_0.25,3766415,10
5,30,model_1_SeedDen_0.25,3766415,10
6,29,model_1_SeedDen_0.25,3766415,10
7,30,model_1_SeedDen_0.25,3766415,10
8,18,model_1_SeedDen_0.25,3766415,10
9,25,model_1_SeedDen_0.25,3766415,10
10,29,model_1_SeedDen_0.25,3766415,10
11,29,model_1_SeedDen_0.25,3766415,10
12,29,model_1_SeedDen_0.25,3766415,10
13,21,model_1_SeedDen_0.25,3766415,10
14,24,model_1_SeedDen_0.25,3766415,10
0,120,model_1_SeedDen_0.25,3766415,20
1,114,model_1_SeedDen_0.25,3766415,20
2,101,model_1_SeedDen_0.25,3766415,20
3,104,model_1_SeedDen_0.25,3766415,20
4,114,model_1_SeedDen_0.25,3766415,20
5,124,model_1_SeedDen_0.25,3766415,20
6,115,model_1_SeedDen_0.25,3766415,20
7,218,model_1_SeedDen_0.25,3766415,20
8,97,model_1_SeedDen_0.25,3766415,20
9,103,model_1_SeedDen_0.25,3766415,20
10,109,model_1_SeedDen_0.25,3766415,20
11,116,model_1_SeedDen_0.25,3766415,20
12,99,model_1_SeedDen_0.25,3766415,20
13,76,model_1_SeedDen_0.25,3766415,20
0,270,model_1_SeedDen_0.25,3766415,30
1,248,model_1_SeedDen_0.25,3766415,30
2,237,model_1_SeedDen_0.25,3766415,30
3,240,model_1_SeedDen_0.25,3766415,30
4,260,model_1_SeedDen_0.25,3766415,30
5,268,model_1_SeedDen_0.25,3766415,30
6,658,model_1_SeedDen_0.25,3766415,30
7,224,model_1_SeedDen_0.25,3766415,30
8,253,model_1_SeedDen_0.25,3766415,30
9,247,model_1_SeedDen_0.25,3766415,30
10,252,model_1_SeedDen_0.25,3766415,30
11,229,model_1_SeedDen_0.25,3766415,30
12,151,model_1_SeedDen_0.25,3766415,30
0,472,model_1_SeedDen_0.25,3766415,40
1,448,model_1_SeedDen_0.25,3766415,40
2,431,model_1_SeedDen_0.25,3766415,40
3,439,model_1_SeedDen_0.25,3766415,40
4,464,model_1_SeedDen_0.25,3766415,40
5,460,model_1_SeedDen_0.25,3766415,40
6,1024,model_1_SeedDen_0.25,3766415,40
7,411,model_1_SeedDen_0.25,3766415,40
8,454,model_1_SeedDen_0.25,3766415,40
9,442,model_1_SeedDen_0.25,3766415,40
10,447,model_1_SeedDen_0.25,3766415,40
11,358,model_1_SeedDen_0.25,3766415,40
12,254,model_1_SeedDen_0.25,3766415,40
0,25,model_4_SeedDen_1,1784360,10
1,13,model_4_SeedDen_1,1784360,10
2,21,model_4_SeedDen_1,1784360,10
3,20,model_4_SeedDen_1,1784360,10
4,21,model_4_SeedDen_1,1784360,10
5,21,model_4_SeedDen_1,1784360,10
6,22,model_4_SeedDen_1,1784360,10
7,21,model_4_SeedDen_1,1784360,10
8,25,model_4_SeedDen_1,1784360,10
9,19,model_4_SeedDen_1,1784360,10
10,23,model_4_SeedDen_1,1784360,10
11,21,model_4_SeedDen_1,1784360,10
12,26,model_4_SeedDen_1,1784360,10
13,16,model_4_SeedDen_1,1784360,10
14,28,model_4_SeedDen_1,1784360,10
15,21,model_4_SeedDen_1,1784360,10
16,26,model_4_SeedDen_1,1784360,10
17,29,model_4_SeedDen_1,1784360,10
18,19,model_4_SeedDen_1,1784360,10
19,26,model_4_SeedDen_1,1784360,10
20,20,model_4_SeedDen_1,1784360,10
21,23,model_4_SeedDen_1,1784360,10
22,17,model_4_SeedDen_1,1784360,10
23,18,model_4_SeedDen_1,1784360,10
24,12,model_4_SeedDen_1,1784360,10
25,20,model_4_SeedDen_1,1784360,10
26,25,model_4_SeedDen_1,1784360,10
27,20,model_4_SeedDen_1,1784360,10
28,24,model_4_SeedDen_1,1784360,10
29,22,model_4_SeedDen_1,1784360,10
30,18,model_4_SeedDen_1,1784360,10
31,27,model_4_SeedDen_1,1784360,10
32,22,model_4_SeedDen_1,1784360,10
33,14,model_4_SeedDen_1,1784360,10
34,22,model_4_SeedDen_1,1784360,10
35,25,model_4_SeedDen_1,1784360,10
36,25,model_4_SeedDen_1,1784360,10
37,26,model_4_SeedDen_1,1784360,10
38,26,model_4_SeedDen_1,1784360,10
39,12,model_4_SeedDen_1,1784360,10
40,15,model_4_SeedDen_1,1784360,10
41,24,model_4_SeedDen_1,1784360,10
42,1,model_4_SeedDen_1,1784360,10
43,27,model_4_SeedDen_1,1784360,10
44,37,model_4_SeedDen_1,1784360,10
45,24,model_4_SeedDen_1,1784360,10
46,16,model_4_SeedDen_1,1784360,10
47,20,model_4_SeedDen_1,1784360,10
48,25,model_4_SeedDen_1,1784360,10
49,25,model_4_SeedDen_1,1784360,10
50,15,model_4_SeedDen_1,1784360,10
51,27,model_4_SeedDen_1,1784360,10
52,25,model_4_SeedDen_1,1784360,10
53,26,model_4_SeedDen_1,1784360,10
54,15,model_4_SeedDen_1,1784360,10
55,19,model_4_SeedDen_1,1784360,10
56,17,model_4_SeedDen_1,1784360,10
57,20,model_4_SeedDen_1,1784360,10
58,7,model_4_SeedDen_1,1784360,10
59,11,model_4_SeedDen_1,1784360,10
0,313,model_4_SeedDen_1,1784360,20
1,66,model_4_SeedDen_1,1784360,20
2,176,model_4_SeedDen_1,1784360,20
3,88,model_4_SeedDen_1,1784360,20
4,395,model_4_SeedDen_1,1784360,20
5,83,model_4_SeedDen_1,1784360,20
6,173,model_4_SeedDen_1,1784360,20
7,91,model_4_SeedDen_1,1784360,20
8,108,model_4_SeedDen_1,1784360,20
9,102,model_4_SeedDen_1,1784360,20
10,334,model_4_SeedDen_1,1784360,20
11,97,model_4_SeedDen_1,1784360,20
12,84,model_4_SeedDen_1,1784360,20
13,57,model_4_SeedDen_1,1784360,20
14,93,model_4_SeedDen_1,1784360,20
15,99,model_4_SeedDen_1,1784360,20
16,90,model_4_SeedDen_1,1784360,20
17,90,model_4_SeedDen_1,1784360,20
18,98,model_4_SeedDen_1,1784360,20
19,76,model_4_SeedDen_1,1784360,20
20,101,model_4_SeedDen_1,1784360,20
21,106,model_4_SeedDen_1,1784360,20
22,73,model_4_SeedDen_1,1784360,20
23,89,model_4_SeedDen_1,1784360,20
24,105,model_4_SeedDen_1,1784360,20
25,103,model_4_SeedDen_1,1784360,20
26,105,model_4_SeedDen_1,1784360,20
27,199,model_4_SeedDen_1,1784360,20
28,76,model_4_SeedDen_1,1784360,20
29,78,model_4_SeedDen_1,1784360,20
30,102,model_4_SeedDen_1,1784360,20
31,108,model_4_SeedDen_1,1784360,20
32,90,model_4_SeedDen_1,1784360,20
33,136,model_4_SeedDen_1,1784360,20
34,82,model_4_SeedDen_1,1784360,20
35,80,model_4_SeedDen_1,1784360,20
36,88,model_4_SeedDen_1,1784360,20
37,100,model_4_SeedDen_1,1784360,20
38,95,model_4_SeedDen_1,1784360,20
39,79,model_4_SeedDen_1,1784360,20
40,95,model_4_SeedDen_1,1784360,20
41,70,model_4_SeedDen_1,1784360,20
42,70,model_4_SeedDen_1,1784360,20
43,63,model_4_SeedDen_1,1784360,20
44,55,model_4_SeedDen_1,1784360,20
45,40,model_4_SeedDen_1,1784360,20
46,48,model_4_SeedDen_1,1784360,20
0,786,model_4_SeedDen_1,1784360,30
1,556,model_4_SeedDen_1,1784360,30
2,340,model_4_SeedDen_1,1784360,30
3,1158,model_4_SeedDen_1,1784360,30
4,386,model_4_SeedDen_1,1784360,30
5,234,model_4_SeedDen_1,1784360,30
6,614,model_4_SeedDen_1,1784360,30
7,649,model_4_SeedDen_1,1784360,30
8,230,model_4_SeedDen_1,1784360,30
9,199,model_4_SeedDen_1,1784360,30
10,458,model_4_SeedDen_1,1784360,30
11,227,model_4_SeedDen_1,1784360,30
12,212,model_4_SeedDen_1,1784360,30
13,411,model_4_SeedDen_1,1784360,30
14,440,model_4_SeedDen_1,1784360,30
15,188,model_4_SeedDen_1,1784360,30
16,435,model_4_SeedDen_1,1784360,30
17,220,model_4_SeedDen_1,1784360,30
18,1196,model_4_SeedDen_1,1784360,30
19,193,model_4_SeedDen_1,1784360,30
20,310,model_4_SeedDen_1,1784360,30
21,245,model_4_SeedDen_1,1784360,30
22,337,model_4_SeedDen_1,1784360,30
23,314,model_4_SeedDen_1,1784360,30
24,200,model_4_SeedDen_1,1784360,30
25,184,model_4_SeedDen_1,1784360,30
26,152,model_4_SeedDen_1,1784360,30
27,153,model_4_SeedDen_1,1784360,30
28,96,model_4_SeedDen_1,1784360,30
29,1,model_4_SeedDen_1,1784360,30
0,2719,model_4_SeedDen_1,1784360,40
1,1774,model_4_SeedDen_1,1784360,40
2,653,model_4_SeedDen_1,1784360,40
3,420,model_4_SeedDen_1,1784360,40
4,2715,model_4_SeedDen_1,1784360,40
5,1634,model_4_SeedDen_1,1784360,40
6,421,model_4_SeedDen_1,1784360,40
7,1243,model_4_SeedDen_1,1784360,40
8,369,model_4_SeedDen_1,1784360,40
9,422,model_4_SeedDen_1,1784360,40
10,392,model_4_SeedDen_1,1784360,40
11,1041,model_4_SeedDen_1,1784360,40
12,355,model_4_SeedDen_1,1784360,40
13,754,model_4_SeedDen_1,1784360,40
14,383,model_4_SeedDen_1,1784360,40
15,361,model_4_SeedDen_1,1784360,40
16,540,model_4_SeedDen_1,1784360,40
17,432,model_4_SeedDen_1,1784360,40
18,432,model_4_SeedDen_1,1784360,40
19,264,model_4_SeedDen_1,1784360,40
20,264,model_4_SeedDen_1,1784360,40
21,306,model_4_SeedDen_1,1784360,40
22,174,model_4_SeedDen_1,1784360,40
0,16,model_4_SeedDen_1,1784353,10
1,32,model_4_SeedDen_1,1784353,10
2,28,model_4_SeedDen_1,1784353,10
3,15,model_4_SeedDen_1,1784353,10
4,25,model_4_SeedDen_1,1784353,10
5,18,model_4_SeedDen_1,1784353,10
6,24,model_4_SeedDen_1,1784353,10
7,13,model_4_SeedDen_1,1784353,10
8,20,model_4_SeedDen_1,1784353,10
9,14,model_4_SeedDen_1,1784353,10
10,23,model_4_SeedDen_1,1784353,10
11,16,model_4_SeedDen_1,1784353,10
12,21,model_4_SeedDen_1,1784353,10
13,17,model_4_SeedDen_1,1784353,10
14,25,model_4_SeedDen_1,1784353,10
15,16,model_4_SeedDen_1,1784353,10
16,29,model_4_SeedDen_1,1784353,10
17,9,model_4_SeedDen_1,1784353,10
18,13,model_4_SeedDen_1,1784353,10
19,26,model_4_SeedDen_1,1784353,10
20,24,model_4_SeedDen_1,1784353,10
21,12,model_4_SeedDen_1,1784353,10
22,17,model_4_SeedDen_1,1784353,10
23,16,model_4_SeedDen_1,1784353,10
24,44,model_4_SeedDen_1,1784353,10
25,13,model_4_SeedDen_1,1784353,10
26,43,model_4_SeedDen_1,1784353,10
27,17,model_4_SeedDen_1,1784353,10
28,21,model_4_SeedDen_1,1784353,10
29,23,model_4_SeedDen_1,1784353,10
30,1,model_4_SeedDen_1,1784353,10
31,24,model_4_SeedDen_1,1784353,10
32,18,model_4_SeedDen_1,1784353,10
33,14,model_4_SeedDen_1,1784353,10
34,22,model_4_SeedDen_1,1784353,10
35,27,model_4_SeedDen_1,1784353,10
36,11,model_4_SeedDen_1,1784353,10
37,22,model_4_SeedDen_1,1784353,10
38,23,model_4_SeedDen_1,1784353,10
39,19,model_4_SeedDen_1,1784353,10
40,43,model_4_SeedDen_1,1784353,10
41,30,model_4_SeedDen_1,1784353,10
42,17,model_4_SeedDen_1,1784353,10
43,26,model_4_SeedDen_1,1784353,10
44,25,model_4_SeedDen_1,1784353,10
45,22,model_4_SeedDen_1,1784353,10
46,21,model_4_SeedDen_1,1784353,10
47,27,model_4_SeedDen_1,1784353,10
48,26,model_4_SeedDen_1,1784353,10
49,21,model_4_SeedDen_1,1784353,10
50,27,model_4_SeedDen_1,1784353,10
51,16,model_4_SeedDen_1,1784353,10
52,23,model_4_SeedDen_1,1784353,10
53,24,model_4_SeedDen_1,1784353,10
54,31,model_4_SeedDen_1,1784353,10
55,13,model_4_SeedDen_1,1784353,10
56,7,model_4_SeedDen_1,1784353,10
0,85,model_4_SeedDen_1,1784353,20
1,214,model_4_SeedDen_1,1784353,20
2,157,model_4_SeedDen_1,1784353,20
3,247,model_4_SeedDen_1,1784353,20
4,157,model_4_SeedDen_1,1784353,20
5,132,model_4_SeedDen_1,1784353,20
6,98,model_4_SeedDen_1,1784353,20
7,88,model_4_SeedDen_1,1784353,20
8,94,model_4_SeedDen_1,1784353,20
9,81,model_4_SeedDen_1,1784353,20
10,100,model_4_SeedDen_1,1784353,20
11,63,model_4_SeedDen_1,1784353,20
12,104,model_4_SeedDen_1,1784353,20
13,69,model_4_SeedDen_1,1784353,20
14,97,model_4_SeedDen_1,1784353,20
15,73,model_4_SeedDen_1,1784353,20
16,73,model_4_SeedDen_1,1784353,20
17,206,model_4_SeedDen_1,1784353,20
18,82,model_4_SeedDen_1,1784353,20
19,142,model_4_SeedDen_1,1784353,20
20,84,model_4_SeedDen_1,1784353,20
21,94,model_4_SeedDen_1,1784353,20
22,87,model_4_SeedDen_1,1784353,20
23,99,model_4_SeedDen_1,1784353,20
24,83,model_4_SeedDen_1,1784353,20
25,152,model_4_SeedDen_1,1784353,20
26,90,model_4_SeedDen_1,1784353,20
27,90,model_4_SeedDen_1,1784353,20
28,63,model_4_SeedDen_1,1784353,20
29,85,model_4_SeedDen_1,1784353,20
30,78,model_4_SeedDen_1,1784353,20
31,193,model_4_SeedDen_1,1784353,20
32,71,model_4_SeedDen_1,1784353,20
33,253,model_4_SeedDen_1,1784353,20
34,97,model_4_SeedDen_1,1784353,20
35,148,model_4_SeedDen_1,1784353,20
36,103,model_4_SeedDen_1,1784353,20
37,93,model_4_SeedDen_1,1784353,20
38,95,model_4_SeedDen_1,1784353,20
39,94,model_4_SeedDen_1,1784353,20
40,98,model_4_SeedDen_1,1784353,20
41,89,model_4_SeedDen_1,1784353,20
42,87,model_4_SeedDen_1,1784353,20
43,42,model_4_SeedDen_1,1784353,20
0,208,model_4_SeedDen_1,1784353,30
1,1207,model_4_SeedDen_1,1784353,30
2,1105,model_4_SeedDen_1,1784353,30
3,490,model_4_SeedDen_1,1784353,30
4,865,model_4_SeedDen_1,1784353,30
5,188,model_4_SeedDen_1,1784353,30
6,186,model_4_SeedDen_1,1784353,30
7,1190,model_4_SeedDen_1,1784353,30
8,294,model_4_SeedDen_1,1784353,30
9,211,model_4_SeedDen_1,1784353,30
10,213,model_4_SeedDen_1,1784353,30
11,212,model_4_SeedDen_1,1784353,30
12,225,model_4_SeedDen_1,1784353,30
13,202,model_4_SeedDen_1,1784353,30
14,324,model_4_SeedDen_1,1784353,30
15,207,model_4_SeedDen_1,1784353,30
16,217,model_4_SeedDen_1,1784353,30
17,207,model_4_SeedDen_1,1784353,30
18,372,model_4_SeedDen_1,1784353,30
19,185,model_4_SeedDen_1,1784353,30
20,605,model_4_SeedDen_1,1784353,30
21,233,model_4_SeedDen_1,1784353,30
22,268,model_4_SeedDen_1,1784353,30
23,207,model_4_SeedDen_1,1784353,30
24,217,model_4_SeedDen_1,1784353,30
25,201,model_4_SeedDen_1,1784353,30
26,190,model_4_SeedDen_1,1784353,30
27,180,model_4_SeedDen_1,1784353,30
28,99,model_4_SeedDen_1,1784353,30
0,6365,model_4_SeedDen_1,1784353,40
1,748,model_4_SeedDen_1,1784353,40
2,1,model_4_SeedDen_1,1784353,40
3,2293,model_4_SeedDen_1,1784353,40
4,509,model_4_SeedDen_1,1784353,40
5,760,model_4_SeedDen_1,1784353,40
6,413,model_4_SeedDen_1,1784353,40
7,1094,model_4_SeedDen_1,1784353,40
8,384,model_4_SeedDen_1,1784353,40
9,701,model_4_SeedDen_1,1784353,40
10,847,model_4_SeedDen_1,1784353,40
11,574,model_4_SeedDen_1,1784353,40
12,384,model_4_SeedDen_1,1784353,40
13,415,model_4_SeedDen_1,1784353,40
14,332,model_4_SeedDen_1,1784353,40
15,332,model_4_SeedDen_1,1784353,40
16,304,model_4_SeedDen_1,1784353,40
17,296,model_4_SeedDen_1,1784353,40
18,187,model_4_SeedDen_1,1784353,40
0,23,model_4_SeedDen_1,1784349,10
1,32,model_4_SeedDen_1,1784349,10
2,14,model_4_SeedDen_1,1784349,10
3,17,model_4_SeedDen_1,1784349,10
4,34,model_4_SeedDen_1,1784349,10
5,23,model_4_SeedDen_1,1784349,10
6,22,model_4_SeedDen_1,1784349,10
7,26,model_4_SeedDen_1,1784349,10
8,20,model_4_SeedDen_1,1784349,10
9,30,model_4_SeedDen_1,1784349,10
10,31,model_4_SeedDen_1,1784349,10
11,20,model_4_SeedDen_1,1784349,10
12,25,model_4_SeedDen_1,1784349,10
13,23,model_4_SeedDen_1,1784349,10
14,26,model_4_SeedDen_1,1784349,10
15,27,model_4_SeedDen_1,1784349,10
16,17,model_4_SeedDen_1,1784349,10
17,25,model_4_SeedDen_1,1784349,10
18,25,model_4_SeedDen_1,1784349,10
19,24,model_4_SeedDen_1,1784349,10
20,13,model_4_SeedDen_1,1784349,10
21,17,model_4_SeedDen_1,1784349,10
22,30,model_4_SeedDen_1,1784349,10
23,21,model_4_SeedDen_1,1784349,10
24,23,model_4_SeedDen_1,1784349,10
25,30,model_4_SeedDen_1,1784349,10
26,24,model_4_SeedDen_1,1784349,10
27,20,model_4_SeedDen_1,1784349,10
28,14,model_4_SeedDen_1,1784349,10
29,23,model_4_SeedDen_1,1784349,10
30,14,model_4_SeedDen_1,1784349,10
31,54,model_4_SeedDen_1,1784349,10
32,21,model_4_SeedDen_1,1784349,10
33,14,model_4_SeedDen_1,1784349,10
34,18,model_4_SeedDen_1,1784349,10
35,24,model_4_SeedDen_1,1784349,10
